decade,text,dimensionality
1987,Mean Nothing to the big you're bound to be a star Even if you don't go all the I know that you'll go far This race is for it can turn you upside down Ain't no one you can count on in this sleazy little oh no of in the dark Don't you open your heart it don't mean nothing The that they say it don't mean nothing These that people play it don't mean nothing No no crime it don't mean nothing Till you sign it on the line Whoa yeah The director as you walk in the door He love your but you're just not what we're never but who it is you know So easy to get stuck in all that oh no Take a good look around and you'll find People to mess with your mind But it don't mean nothing The that they say it don't mean nothing These that people play it don't mean nothing No no crime it don't mean nothing Till you sign it on the line can be so Make you the of a fight Party is never over The are always doesn't if day or night The me change a line or And a little bit of something can look good to you And you but you keep it all inside When you're to make a there ain't no such thing as oh no of in the dark Don't you open your heart it don't mean nothing The that they say it don't mean nothing These that people play it don't mean nothing No no crime it don't mean nothing Till you sign it on the line Don't mean nothing it don't mean nothing it don't mean nothing Embed,25
1987,That Girl that that When you see say a And kiss your heart goodbye in a word get to the fire Run her laughter you up inside You're round and round You can't get you try but you can't You try to avoid fate is in your an invitation to the dance Her heart is on the Now you're at her feet You try to get away but you can't Light up my so blind I can't see Light up my no one can help me now Run her laughter you up inside You're round and round You can't get you try but you can't Light up my so blind I can't see Light up my no one can help me now that that that that Embed,13
1987,My name is I live on the second floor I live from you I think you've seen me before If you hear something late at night Some kind of some kind of fight Just don't ask me what it was Just don't ask me what it was Just don't ask me what it was I think clumsy I try not to talk too loud Maybe because crazy I try not to act too proud They only hit until you cry And you don't ask why You just don't argue You just don't argue You just don't argue I think okay into the door again if you what say And not your business anyway I guess like to be alone With nothing nothing thrown Just don't ask me how I am Just don't ask me how I am Just don't ask me how I am My name is I live on the second floor I live from you I think you've seen me before If you hear something late at night Some kind of some kind of fight Just don't ask me what it was Just don't ask me what it was Just don't ask me what it was They only hit until you cry And that you don't ask why You just don't argue You just don't argue You just don't argue,18
1987,Not Over We don't call the here We don't make the We take what we get Get what we can the hard way Here on the You can't build a dream Without a plan Let them hear you speak They play to win We play for not over over not over we get it right The are against us They say we don't stand a chance no up No in When push to shove You got to fight For what you love You do what you must Do what you can Let them hear you speak They play to win We play for not over over not over we get it right not over over not over we get it right Get it The are against us To know we still stand a chance no up No in not over not over over not over we get it right not over over not over we get it,20
1987,I Still Found What For I have the I have run through the Only to be with you Only to be with you I have I have I have these city These city Only to be with you But I still haven't found What for But I still haven't found What for I have honey Felt the in her It like fire This desire I have spoke with the tongue of I have held the hand of a devil It was warm in the night I was cold as a stone But I still haven't found What for But I still haven't found What for I believe in the Kingdom Come Then all the will bleed into one Bleed into one But still You broke the and you the the cross of my shame Of my shame You know I believe it But I still haven't found What for But I still haven't found What for But I still haven't found What for But I still haven't found What for,28
1987,Alone I hear the of the clock lying the pitch dark I wonder where you are tonight No answer on the telephone And the night goes by so very slow I hope that it won't end though Alone I always got by on my own I never until I met you And now it me to the bone How do I get you How do I get you You don't know how long I have To touch your and hold you oh You don't know how long I have And I was tell you tonight But the secret is still my own And my love for you is still Alone I always got by on my own I never until I met you And now it me to the bone How do I get you How do I get you How do I get you How do I get you,17
1987,Rhythm is Get You o eh O O eh O At night When you turn off all the no place that you can hide Oh no The rhythm is In bed Throw the on your head You like you are dead But I know it The rhythm is Rhythm is Rhythm is Rhythm is get you The rhythm is get you tonight No way You can fight it every day But no what you say You know it The rhythm is No clue Of to you And before this night is through baby The rhythm is O o eh O O o eh O Rhythm is Rhythm is Rhythm is get you The rhythm is get you tonight Rhythm is Rhythm is Rhythm is get you The rhythm is get you Rhythm is Rhythm is The rhythm is get you Rhythm is Rhythm is The rhythm is get you,20
1987,Something So Strong can make you weep Can make you run for cover that spread so deep Bring life to frozen ground Something so strong Could carry us away Something so strong Could carry us today in my sleep Love can leave you cold A taste of jealousy Is like a lust for gold Something so strong Could carry us away Something so strong Could carry us today been so much Frame me And hang me on the wall seen You fall into the same trap This thing Is to us all Something so strong Could carry us away Something so strong Could carry us today Something so strong Something so strong Something so strong something so,15
1987,Point of No common road just like a dream a mystery to me It me within When we're together can't you like to feel the passion To the point of no I will be in full I take you in my You're me To the point of no You're me To the point of no It took so long But I treasure now The love you gave to me And when you smile It my heart in me can't you like to feel the passion To the point of no I will be in full I to take you in my You're me To the point of no oh You're me To the point of no oh I be with baby be by your side I be with baby love you every night You're me To the point of no oh You're me To the point of no oh You're me To the point of no oh You're me To the point of no oh You're me To the point of no Embed,16
1987,Disturb This Groove in Heaven Listen Pay are you You're my girl Excuse me for the moment in another world On a by a fountain everywhere With and with The very clear Hang the sign upon the disturb this Just a way to say so into you And the so so don't disturb this groove Erotic for the Let the music fill the air Excuse me for a moment at a loss for By sheer And as if these would care Your heart is in the right place So don't you go and change Baby over and over The passion again You're my and everything And a little taste of sin fire and desire In this mortal soul to live the fall from Heaven And the day the earth still Hang the sign upon the disturb this Just a way to say so into you And the so so don't disturb this groove When it so don't disturb this groove Close your and let the music put you in the mood Can you feel just lock the door and turn the phone off This time for me and you Are you Hang the sign upon the disturb this Just a way to say so into you And the so so don't disturb this groove Close your and let the music put you in the groove Lock the door and turn the phone time for me and you Hang the sign upon the disturb this,30
1987,Funky Town make a move to a town right for me Town to keep me Keep me with some energy I talk about it Talk about it Talk about it Talk about it Talk talk about Talk about move on move on move on Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky make a move to a town right for me Town to keep me Keep me with some energy I talk about it Talk about it Talk about it Talk about it Talk talk about Talk about move on move on move on Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to Funky I talk about it Talk about it Talk about it Talk about it Talk talk about Talk about move on move on move on Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me to a Funky Won't you take me down to Funky yeah,9
1987,Head to Toe Head to toe I know Today with a crazy kiss On our way home We were in for a surprise Who would have Who would have thought That we would become As we were so tight Can't help myself You make me feel so right I got got to Got to tell darling baby I think I love you From head to toe baby I think I love you From head to toe I think I love you From head to toe I know Here today Gone tomorrow possible But I doubt it His kiss is credit in the bank of love I never leave home without it different from any boy I know Body supreme Bedroom Head back to the side Please don't be so mean Fourteen love You are my jewel of the When we make love are forever Top to bottom I love you I will leave you never I got got to Got to tell darling baby I think I love you From head to toe baby I want to kiss you From head to toe baby I think I love you You got to know baby I think I love you From head to toe I think I love you from head to toe You can't hurry love You got to take it slow my angel You'll get your tonight you got the love Fourteen love You are my jewel of the When we make love are forever Top to bottom I love you I will leave you never I got got to Got to tell darling baby I think I love you From head to toe baby I want to kiss you From head to toe baby I think I love you You got to know baby I think I love you From head to toe I think I love you From head to toe I know baby I want to kiss you From head to toe baby I think I love you You got to know baby I think I love you From head to,36
1987,In Too Deep that time I was with nowhere to run to It me What I could make of my and who'd be all of to myself but never the at the top of my voice and no one All this I still everything you said so much you how could I forget you know I love you but I just can't take this You know I love you but for Although I need not make this You know I want to but in too deep So listen to me you must believe me I can feel your go through me But I don't know why I know you're but I can't believe the way that you're like we never knew each other at it may be my fault I gave you too many being when I didn't want to I thought you'd always be I almost you All this I still everything you oh so much you how could I forget you know I love you but I just can't take this You know I love you but for Although I need not make this You know I want to but in too deep So listen to me I can feel your go through me It spent too long Only about oh Now I want to spend my life Just bout somebody else you know I love you but I just can't take this You know I love you but for Although I need not make this You know I want to but in too deep You know I love you but I just can't take this You know I love you but for Although I need not make this You know I want to but in too deep You know I love you but I just can't take this You know I love you but for Although I need not make this You know I want to but in too deep You know I love you but I just can't take,30
1987,You Keep Me On Set me why don't Get out my why don't you don't love me You just keep me on Set me free why don't Get out my life why don't you don't need me But you keep me on Why do you keep around with my Why don't you get out of my life And let me make a brand new Let me get over you The way you've gotten over yeah Set me why don't Get out my why don't you don't love me You just keep me on Now you don't need me You just keep me on You say although we broke up You still just be But how can we still be When seeing you only my heart Whoa whoa whoa Whoa whoa whoa whoa Whoa whoa whoa whoa Whoa whoa yeah Get get out of my life And let me sleep at night you don't love me You just keep me on You say you still care for me But your heart and soul to be free And now that you've got your freedom You still hold on to me You don't want me for yourself So let me find somebody else Set me free why don't Get out my life why don't you don't love me You just keep me on Why don't be a man about it And set me Now you don't care a thing about me You're just me Get get out of my life And let me sleep at night you don't love me You just keep me on,30
1987,Just to See Her Just to see her Just to touch her Just to hold her in my again One more time If I could feel her warm embrace See her face Can't find anyone to take her place got to see her again I would do anything I would go anywhere nothing I wouldn't do Just to see her again I can't hide no I can't fight oh so hard to live without the love She gave to me Doesn't she know I hard not to show oh Can't I make her that she me I would do anything I would go anywhere nothing I wouldn't do Just to see her again She up my everyday Made me feel so good in every way If I could have her back to stay got to see her again I want to see her Hold hold hold her See her Touch her I would do anything I would go anywhere nothing I wouldn't do Just to see her again She up my everyday me feel so good in every way If I could have her back to stay got to see her again It it it would Make me feel so good If if I could only see her again I wouldn't do don't you know If I could only see her,30
1987,The Lady in Red never seen you so as you did tonight never seen you shine so never seen so many men ask you if you to dance They're for a little romance Given half a chance And I have never seen that dress you're Or the in your hair that catch your I have been blind The lady in red is with me Cheek to cheek nobody here just you and me where I want to be But I know this beauty by my side never forget the way you look tonight never seen you so gorgeous as you did tonight never seen you shine so bright You were never seen so many people want to be there by your side And when you to me and It took my breath away And I have never had such a Such a of complete and utter love As I do tonight The lady in red is with me Cheek to cheek nobody here just you and me where I want to be I know this beauty by my side never forget the way you look tonight I never will forget the way you look tonight The lady in red The lady in red The lady in red My lady in red I love,22
1987,Dead or Alive all the only the will change Every day it we're away Another place where the are so cold drive all night just to get back home a cowboy On a steel horse I ride dead or alive dead or alive I not for The people I meet always go their separate you tell the day by the bottle that you drink And when you're all you do is think a cowboy On a steel horse I ride dead or alive dead or alive and I ride a cowboy On a steel horse I ride dead or alive But I walk these a on my back I play for I might not make it back been still tall seen a million and them all a cowboy On a steel I ride dead or alive And a cowboy I got the night on my side And dead or alive And I ride dead or alive I still drive dead or alive Dead or alive Dead or alive Dead or alive Dead or,19
1987,With or Without You See the stone set in your See the thorn twist in your side wait for you Sleight of hand and twist of fate On a bed of she me wait And I wait without you With or without you With or without you Through the we reach the shore You give it all but I want more And for you With or without you With or without I can't live with or without you And you give yourself away And you give yourself away And you and you give And you give yourself away My are my body She got me with nothing to win And nothing left to lose And you give yourself away And you give yourself away And you and you give And you give yourself away With or without you With or without I can't live with or without you With or without you With or without I can't live with or without you With or without,18
1987,in Your Oh I just in your tonight It must have been something you said I just in your tonight I keep for something I can't get Broken lie all around me And I don't see an easy way to get out of this Her it by the bedside table The are the in the cradle Who thought that a boy like me could come to this Oh I just in your tonight It been something you said I just in your tonight Oh I just in your tonight It been some kind of kiss I I away Is there any just cause for like On the a name on a list I try to be but then blow it again lost and my final by no give and all take Cause been to fantasy one too many Oh I just in your tonight It been something you said I just in your tonight Oh I just in your tonight It been some kind of kiss I I away It was a long hot night She made it she made it feel right But now over the moment has gone I my not my I know I was wrong Oh I just in your tonight It been something you said I just in your tonight Oh I just in your tonight It been some kind of kiss I I,24
1987,Big Love out for love In the night so still build you a kingdom In that house on the hill out for love big love You said that you love me And that you always will you beg me to keep you In that house on the hill out for love big love ah ah ah ah I wake up Alone with it all I wake up But only to fall out for love big love Just out for love big love ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,8
1987,for a New Love I gave you love You did me wrong I didn't know what to do But strong get over you A new boy choose You'll see My love was true Still you threw it all away Now other will have me They'll appreciate my love Tell how it You know that I you You know that you meant the world to me You know I had to have you Now find somebody new for a new baby A new yeah for a new baby A new yeah Was she Did she turn you Curiosity my brain Was she worth my heart torn all apart Are you back Tell me My love was true Still you threw it all away But now your like the rest of my best la baby You know that I you You know that you meant the world to me You know I had to have you Now find somebody new for a new baby A new yeah for a new baby A new yeah for a new baby A new yeah for a new baby A new yeah Other will have me They'll appreciate my love Tell how it Now you're like the rest of my best la baby for a new baby A new love for a new baby A new love for a new baby A new,28
1987,Heat of the Night was caught in the of a silent scream Where one nightmare is another dream Pull the up high and pray for the light leave it alone in the heat of the night Met a man with a message from the other side Couldn't take the pressure had to leave it behind He said up to you You can run or you can fight leave it alone in the heat of the night In the heat of the night they'll be around They'll be for they'll be you down In the heat of the night Had to pay the to call the tune Said he'd be back someday said he'd be back real soon Pull the down low you'll know when the time is right When you're alone in the heat of the,13
1987,La Last night I dreamt of Just like never I knew the song A young girl with like the desert It all like not far away the island all of nature wild and free This is where I long to La And when the samba the sun would set so high Ring through my and sting my your lullaby I fell in love with Warm wind on the he to me I that the would they went so fast the island all of nature wild and free This is where I long to La And when the samba the sun would set so high Ring through my and sting my your lullaby I want to be where the sun the sky When time for you can watch them go by Beautiful no in this world Where a girl a and a boy a girl Last night I dreamt of It all like not far away the island all of nature wild and free This is where I long to La And when the samba the sun would set so high Ring through my and sting my your lullaby the island all of nature wild and free This is where I long to La And when the samba the sun would set so high Ring through my and sting my your lullaby La,16
1987,The there is time go out and feel everything If you hold me I will let you into my For time is a river into nowhere We must live while we can and we'll drink our cup of laughter The keep through The way my soul lost in you The I feel in me The golden dance life could be been sad and have alone Come a good wind to blow me home So time is a river into nowhere I will live while I I will have my The keep through The way my soul lost in you The I feel in me The golden dance life could be keep Life could be life could be We go so why don't we make it last Life is inside you and me Please take my right here where I stand Won't you come out and dance with me Come see with come see And the try they get the best of the night And come they are up in the light So time be a river into nowhere And they love while they can And they think about the night so sweet The keep through The way my soul lost in you The I feel in me The golden dance life could be The keep through The way my soul lost in you The I feel in me The golden dance life could be The keep through The way my soul lost in you The I feel in me The golden dance life could be The keep through The way my soul lost in you The I feel in me The golden dance life could be Keep keep The keep through The way my soul lost in you The I feel in me The golden dance life could be oh,25
1987,I Know What I Like like That go fast I know that good Don't last I like In what I want to Don't like no one To tell me what to do And I like The that we've had But I couldn't tell you good or bad only That you This that When your hand I know what I like I know what I like to do I know what I like I like the sound Of glass And if you don't believe me Why did you I like town And back home to show When we're all alone And I like up all night old Until the light I don't to know right or wrong But I won't like If I stay here too long I know what I like I know what I like to do I know what I like what about I like That don't change the more something The more it the same I might be simple Take it easy But I can be stubborn When made up my mind I know what I like I know what I like I know what I like to do I know what I like I know what I like to do I know Embed,39
1987,Talk Dirty to Me You know I never I never seen you look so good You never act the way you should But I like it And I know you like it too The way that I want you I have you Oh I do I never I never stay out late You know that I can wait Just to see you And I know you cannot wait Wait to see me too I touch you Cause baby we'll be At the In the old Ford Behind the Till for more Down the Lock the cellar door And baby Talk dirty to me You know I call you I call you on the telephone only that you're home So I can hear you When you say those to me And whisper so I hear you Cause baby we'll be At the In the old Ford Behind the Till for more Down the Lock the cellar door And baby Talk dirty to me pick up that guitar and talk to me Cause baby we'll be At the In the old Ford Behind the Till for more Down the And lock the cellar door And baby Talk dirty to yeah And baby Talk dirty to yeah And baby Talk dirty to me the way I like baby,38
1987,Dream Over There is freedom there is freedom without Try to catch a deluge in a paper cup a battle many are lost But you'll never see the end of the road While you're with me Hey hey don't dream over Hey hey when the world in They they come to build a wall between us We know they won't win Now my a hole in the roof My are me suspicion but no proof In the paper of war and of waste But you turn right over to the page Hey hey don't dream over Hey hey when the world in They they come to build a wall between us We know they won't win Now again to the beat of a drum And the to the door of your heart Only the roof Get to know the of and Hey hey don't dream over Hey hey when the world in They they come to build a wall between us You know they won't win Don't let them win Hey hey now Hey hey now Hey hey now Don't let them win They they come Don't let them win Hey hey now Hey hey,19
1987,Stop Us Now in your I see a paradise This world that I found is too good to be true here beside you Want so much to give you this love in my heart That for you Let say we're I don't care that Put your hand in my hand don't look back Let the world around us just fall apart we can make it if we're heart to heart And we can build this dream together strong forever stop us now And if this world out of We'll still have each other stop us stop us now whoa so glad I found not lose you Whatever it I will stay here with you Take it to the good See it through the bad Whatever it is what do Let say we're crazy What do they Put your around me don't let go Let the world around us just fall apart we can make it if we're heart to heart And we can build this dream together strong forever stop us now And if this world out of We'll still have each other stop us stop us all that I need is you All that I need And all that I want to do Is hold you forever and and hey And we can build this dream together strong forever stop us now And if this world out of We'll still have each other stop us stop And we can build this dream together strong forever stop us now If this world out of We'll still have each other stop us And we can build this dream together strong forever stop us now If this world out of We'll still have each other stop us And we can build this dream together strong forever stop us,29
1987,I Knew You Were Like a warrior that and the battle I know the taste of victory Though I went through some by the I was Somehow I made it through the I did I ha I found my way out of the I kept my faith kept my faith When the river was I didn't falter When the mountain was I still When the valley was it didn't stop no no I knew you were I knew you were for me huh With an I kept on Sure in time our would meet And like a bridge on the hurt is over One touch and you set me free I don't regret a single no I don't back When I think of all those I just laugh I just laugh When the river was I didn't falter When the mountain was I still When the valley was it didn't stop oh I knew you were I knew you were for me So we were drawn together through I know this love we share was meant to oh yeah I knew you were I didn't no When the valley was low Nothing can stop no I When the mountain was high when the valley was low it didn't stop no oh yeah I still Do you know it couldn't stop me No Someday somehow For me When the valley was low I still believe it couldn't stop me Embed,40
1987,Midnight Blue Ain't got no I ain't track Of which way I ain't double Don't want no Put on no An But I know my oh oh I follow true But my are over I just follow through And I what my father said He said life is either cherry red or Midnight oh Midnight oh You were the one And you did not care that I was the trouble boy for a double dare I won't for the done and said But when I win your heart paint it cherry red I don't want to talk about it What you do to I can't live without it And you might think that much too soon For us to go this far Into the midnight oh midnight oh The could be different But that'd be a shame the one who could feel the sun Right in the rain I won't say where And I don't know when But soon come a baby be back again be back for you You see up my love Into the midnight oh Midnight oh Midnight oh The midnight oh Into the midnight oh Another midnight blue tonight oh Into the midnight oh midnight oh Midnight midnight blue Midnight oh Midnight,35
1987,Sign the Oh yeah In a skinny man of a big with a little name By chance his came across a needle and soon she did the same At home there are and their idea of fun Is being in a gang The high on a machine gun Time Time Hurricane the off a church and everyone inside You turn on the and every other story is you somebody Sister her baby she couldn't afford to feed it And we're people to the moon In my cousin for the very first time Now Time Time When a rocket ship And everybody still to fly Some say a man ain't happy a man truly Time Time Baby make a star fly just shine it on But if a night and a bomb Will anybody see the dawn Time Time Is it When a rocket up And everybody still to fly Some say man ain't truly Until a man truly Sign the Time Time Sign the mess with your mind Hurry before too late fall in get have a baby We'll call him if a boy Time,24
1987,Lean on Me in our We all have pain We all have sorrow But if we are wise We know that always tomorrow Lean on me When you're not strong And be your friend help you carry on For it won't be long need Somebody to lean on Please swallow your pride If I have you need to borrow For no one can fill Those of your That you won't let show So just call on me brother When you need a hand We all need somebody to lean on I just might have a problem That you'd We all need somebody to lean on Lean on me When you're not strong And be your friend help you carry on For said It won't be long need somebody to lean on We be We be We be We be We be We be We be We be when you need a friend baby Now when you need a friend baby now when you need a friend baby,23
1987,Come Go With Me the same every day Come home from work late again Work so hard and never play I can't wait to take you far away Don't you know Got to go Pressure from everyone every day Get away Come my way When the day to then you're mine Come go with oh Make you feel alive This night will last Everlasting through the time Come go with oh Have no Bring back the I can take away the misery Take my we'll fly away To our world that we can find today Can you feel for real Can I hold you by the fire in the night Is it right Hold me tight When you look into my in the light Come go with me Don't worry tomorrow Just come go with me Don't let it end in sorrow Love is our destiny take you by the hand And we'll find another land leave the world behind The world of nine to five Come go with me Yeah Into the night Into the night Into the night hey Get away with me tonight Stay with me tonight I can can give you love I can can give you love Get away with me tonight Stay with me tonight I can can give you love I can can give you love Embed,38
1987,Wait Awhile something I want to tell you something I think that you should know not that I shouldn't love you take it slow When we get to know each other And we're both much Then try to talk it over wait awhile wait awhile Before too late wait awhile Before we go too far that special When all of the were bright We made our first To stay together We made our very first promise To to share And be real honest But on that very first night It wasn't quite right wait awhile Before too late wait awhile Our love will be great wait awhile Before we go too far I didn't know not to let all my show To save some for later so our love can be greater You said you would always love me I said the same thing too You don't have to be with my love Because never give up on you wait awhile Before too late You know you can't rush love Love wait awhile Before too late wait awhile Our love will be great wait awhile Before we go too far wait awhile Before too late wait awhile Sure our love will be there wait awhile Before we go too far I promise be worth the,28
1987,Tonight down like a monkey But Like a load on your back that you can't see but Try to shake it cut it just let it go Just get it away from oh oh make it right oh down like a monkey but Try to pick yourself up Carry that weight that you can't see Don't you know like a down and and But just get it away from oh Because oh We're make it right oh I got some money in my pocket About ready to burn I don't where I got it I get it to you So please answer the phone I keep But you're never home What am I oh make it right oh You keep me got everything You say got everything I want You keep me you're help me You're help but you don't But now in too deep You got me so that I just can't sleep get me out of here Please get me out of here Just help do anything If you'll just get me out of here down like a monkey but like a load on your back that you can't see but you know that Just try to shake it cut it let it go But just get it away from oh oh We will make it right oh Please get me out of here Just someone get me out of here Just help do anything If you'll just get me out of here oh make it right oh oh make it right oh,31
1987,Go me in a restaurant Meet me on the top of the world Meet me and we'll talk The language of love meet you anywhere you want meet you on a ballroom floor Meet me and we'll float To a level above I wish you'd drop What you're And get on the case We could blow this Right out into space And share a sweet go there today Go go today Every anyway go baby come on baby come on Take your cue from now go Will you listen to me come on now go We can't hold back no more no way Meet you on a mountain top meet you at the end of the block As long as we can talk The language of love take you in my again take you to the edge of time Together we can reach For the above I wish you'd drop what you're And get on the case So we could blow this Right out into space And share a sweet go there today Go go today Every right away go baby come on baby I want your love baby come on baby Take your cue from now go Will you listen to me come on now go We can't hold back no more no way Meet me on the dance floor And we'll dance to the rhythm Get your feet in motion And we'll dance to the rhythm Dance to the rhythm Dance to the rhythm of whoa go baby come on baby I want your love baby come on baby Take your cue from now go Will you listen to me come on now go We can't hold back no go We can't hold back no go We can't hold back no more no way baby come on baby come on baby come on baby come,28
1987,The Final Countdown We're but farewell And we'll come back to who can I guess there is no one to blame We're ground Will be the same the final countdown The final oh We're for And we stand tall maybe they've seen us And welcome us yeah With so many to go And to be found sure that we'll all miss so the final countdown The final countdown The final countdown oh The final countdown the final countdown The final countdown The final countdown the final countdown We're together We'll all miss her so the final countdown the final countdown,15
1987,Rain The song came and went Like the that we spent out from the rain under the carnival tent I and she'd smile It would last for awhile You don't know what you've got till you lose it all again Listen to the rain Listen to the music on the lake listen to my heart break every time she away listen to the banjo wind A sad song low Listen to the roll Down my face as she to go A cool dance to the bluegrass band the chill From the air until they play the last song do my time you off my mind but That I not so strong Listen to the rain Listen to the music on the lake listen to my heart break every time she away listen to the banjo wind A sad song low Listen to the roll Down my face as she to go down by the She did love the sound of a summer storm It on the lake like a Now her away once again The in I watch the spin And I think about her when I hear that whistle blow I can't change my mind I knew all the time that she'd go But a choice I made long ago Listen to the rain Listen to the music on the lake listen to my heart break every time she away listen to the banjo wind A sad song low Listen to the roll Down my face as she to go As she to go Listen to to the rain Listen to the roll Down my face as she to go Listen to the roll Down my face as she to go Listen to the,26
1987,You Got It All I I was a game he would play He brought the to my day Then like a ray of light You came my way one night Just one look And I knew You would make everything clear Make all the Put all your to rest Who do I love the Don't you know Don't you know You got it all over him You got me over him true just you You must have been heaven sent me call you went Out on a limb And you're all that not Just look what I got you got it all Over him No Don't let him worry you so Once I met you I let go you can see You're so much more to me Just one look And I knew You would make everything clear Make all the You're than all the rest Who do I love the best Don't you know Don't you know Embed,32
1987,Big Time on my it got to make it yeah So much than life to watch it The place where I come from is a small town They think so they use small But not me than I it out been my mouth To let those big come right out had out To the the big city be a big noise with all the big So much stuff I will own And I will pray to a big god As I kneel in the big church on my it got to make it yeah So much than life to watch it My have all the big And I greet them with the smile Tell them how my life is one big adventure And they're When I show them round the to my bed I had it made like a mountain range With a pillow for my big fat head And my heaven will be a big heaven And I will walk through the front door on my it got to make it yeah So much than life to watch it My My My And my mouth My And my bank account Look at my circumstance And the bulge in my big,28
1987,I met a fan Down in She was from a fat man salvation in his hand Now to save me When all right The best that I can Just another fallen angel get through the night Step by one by one then Step by rung by rung over the The man Sing send some money Join the chosen hey not in a hurry And I don't want to be like you All I want from tomorrow Is to get it than today Step by one by one then Step by rung by rung All I want from tomorrow Is to get it than today Step by one by one then Step by rung by rung and Step by one by one Step by rung by rung Step by step Step by step Step by,18
1987,Will You Still Love Take me as I am Put your hand in mine now and forever Darling here I stand before you now Deep inside I always knew It was you and me Two drawn together bound by destiny It was you and you for me Every road to your door Every step I take forever more Just say you'll love me for the rest of your life I got a lot of love and I don't want to let go Will you still love me for the rest of my Because I can't go on I can't go on I can't go on If on my own Take me as I am Put your heart in stay with me forever Because I am just a man who never I never had a thing to prove There was you You and me Then it all came clear so How close to you that I be Just say you'll love me for the rest of your life I got a lot of love and I don't want to let go Will you still love me for the rest of my Because I can't go on I can't go on I can't go on If on my own Do you believe a love could run so Do you believe a love could pass you There was no special one for me I was the you see But then my heart lost all control Now you're all that I know Just say you'll love me for the rest of your life I got a lot of love and I don't want to let go Will you still love me for the rest of my Because I can't go on I can't go on I can't go on If on my own I can't go on I can't go on Because I can't go on I can't go on I can't go on I can't go on without somebody I can count on Because I can't go on I can't go on Stay and never be alone Because I can't go on I can't go on I can't go on I can't go on without somebody I can count on Because I can't go on I can't go on Stay and never be,38
1987,Respect Yourself you everybody That you run into How in the world do you think Anybody to respect you If you don't give a heck about The man with a in his hand Just get out the way and Let the gentleman do his thing You're the kind of gentleman That everything their way Take the sheet off your boy a brand new day Respect yourself Respect yourself If you don't respect yourself Ain't nobody give a good oh oh Respect yourself If you're around That the world you something you're here You're out the world Like you did when you first came here Keep about the president Won't stop air pollution Put your hand over your mouth When you cough That'll help the solution You around women folk You don't even know their name Then you're dumb enough to think That it you a big man Respect yourself Respect yourself If you don't respect yourself Ain't nobody give a good oh oh Respect yourself Respect yourself Respect yourself If you respect yourself Ain't nobody give a good oh oh Respect,26
1987,Fight For Your Right You wake up late for you don't go You ask your but she still You two and no homework But your class like you're some jerk You fight For your right To party Your caught you and he That hypocrite two a day at home is such a drag Now your threw away your best You fight For your right To party You fight Don't step out of this house if the you're wear kick you out of my home if you don't cut that hair Your in and said that you're just the Beastie You fight For your right To party You fight For your right To party Party,15
1987,Keep Your to Yourself I got a little change in my pocket call you on the I give you a ring But each time we I get the same old thing no until I get a My my baby Don't put my love upon no shelf She said hand me no and keep your to baby Why you treat me this You know still your I still feel the same way when she told me a story free milk and a cow And said no until I get a My my baby Don't put my love upon no shelf She said hand me no and keep your to You I her real bad and I was about to give in when she about true love about sin I said live with you for the rest of my She said no until you make me a My my baby Don't put my love upon no shelf She said hand me no and keep your to,18
1987,Ballerina Girl Ballerina girl You are so With you there so aware Of how much I care for you You are more than now You are for always I can see in you my come true Don't you go away You make me feel like nothing I can't do And when I hold you I only want to say I love you Ballerina girl The joy you bring me Every day and night you tight How for your love If you'd come my way Now that found you This is where my heart will stay whoa never to break your heart Never will we drift apart Because all I want to do Is share my whole life with you Because you make me feel like nothing I can't do I guess I nothing else like you Ballerina girl You are so I can see in you My come true Don't you go away Ballerina,28
1987,Touch Me touch touch me This is the night Touch touch me I feel your body Full moon in the city and the night was young I was hungry for I was hungry for fun I was you and I was the bait When I saw you I didn't need to hesitate This is the this is the night This is the time we've got to get it right Touch touch me I feel your body Your heartbeat next to mine Touch touch me now Quick as a you into the night Did I hurt you Didn't I treat you You made me feel so made me feel myself Now alone and you're with somebody else This is the this is the night This is the time we've got to get it right Touch touch me I feel your body Your heartbeat next to mine Touch touch me now Touch touch me now Touch touch me now Hot and cold my brain I could not between pleasure and pain Like a tramp in the I was begging for you To treat my body like you to I was begging for you Touch touch me I feel your body Your heartbeat next to mine I want your body all the time Touch touch me I feel your body Your heartbeat next to mine I want your body all the time Touch touch touch me Touch touch I feel your body Touch touch touch me Touch touch I feel your body Touch touch touch me Embed,26
